ciphertext_id,index
ID_7050a199d,24204
ID_5040e7951,0
ID_ebef5e094,33631
ID_d84a2a370,0
ID_79928c6b6,41853
ID_7a5902db8,0
ID_5a20d370b,92492
ID_7a00a69cf,76165
ID_2e985c8a0,12987
ID_7c0e308a7,11189
ID_de334939e,81398
ID_0c58f7f19,71091
ID_985495e7b,0
ID_55fe54fd5,18651
ID_bd828dc19,0
ID_01e7e782e,53296
ID_61dad6cdc,0
ID_0efb96756,0
ID_1b5fdab82,108566
ID_47ba24b9d,46108
ID_63a1e4036,0
ID_1a310b8fa,67470
ID_44fbf111f,0
ID_6f1eaa21f,100759
ID_27d250083,0
ID_4d8e18bdf,109786
ID_72d6dab06,0
ID_9e6073aac,0
ID_263887725,29726
ID_8a41ca906,104956
ID_1dcabcbc1,0
ID_742a1c09c,54987
ID_f8ba948e8,70766
ID_8e50d765d,84667
ID_9a1362d25,17709
ID_fd8f8672a,60502
ID_49596ebed,0
ID_0ab279cb5,79053
ID_217f4d079,0
ID_739bc6e63,55223
ID_9e7d5000d,21892
ID_0069a5d1e,79203
ID_5a2ea592b,0
ID_62e1deab3,0
ID_ac1ed8618,0
ID_2513d64a8,84359
ID_8673f5b21,0
ID_e1b9d2541,41097
ID_272bc089b,0
ID_9de6fc927,0
ID_473a1fe47,50968
ID_572f7f156,64444
ID_cf357c443,12103
ID_152864389,0
ID_33287bff6,0
ID_e4df7e605,0
ID_fd8d04fd5,0
ID_5d2801fcb,40722
ID_3891c934d,12072
ID_be9465d6d,0
ID_07a79b15e,62147
ID_dbecaf29b,0
ID_c17ee6ee0,92916
ID_7aa45607d,30945
ID_748ab995e,0
ID_ca9063cb7,49312
ID_f6e640dcc,0
ID_5b126e513,64459
ID_2f73dbba3,39206
ID_ca74530a1,26311
ID_0017f878a,0
ID_f915a0d5e,0
ID_b21c08a8a,91574
ID_6dd4f7e9c,70908
ID_c9732de4b,3177
ID_e5ff1cb99,0
ID_0b0e54a53,108189
ID_c74d12418,0
ID_fda8f2048,98916
ID_fe31cd003,0
ID_abd50fde9,0
ID_df00f3bef,0
ID_092bf9e26,102083
ID_c8ea0a386,103057
ID_03296565b,43793
ID_f90cc4edf,49477
ID_feb3dd917,0
ID_bbcdb917d,98439
ID_1d54b0a32,0
ID_d0ae99e26,0
ID_c757fff1b,0
ID_4d0755ff1,75686
ID_0cf7698ac,0
ID_4acabedfd,0
ID_561dd57c7,0
ID_8e75cfc5c,7946
ID_5ced4c311,0
ID_f15d173d7,70459
ID_ae66aa530,0
ID_0eeea1146,0
ID_afa40bf2c,0
ID_323fdf7b5,0
ID_879a2183e,0
ID_8bca470f8,34253
ID_2683be697,0
ID_b114af8f6,0
ID_70d6b49c4,0
ID_609e76593,80100
ID_368026c82,0
ID_2e4ed6f49,40900
ID_be21d3478,58600
ID_09f1978b4,14202
ID_798347a1c,39763
ID_28f441f6f,20253
ID_52b356d1d,85534
ID_2b4bd2c36,0
ID_6db62cccf,0
ID_5469a5dbe,43348
ID_7951f7681,0
ID_82a8e630a,0
ID_ac20355ed,0
ID_5255112c6,0
ID_1232c9d3c,0
ID_1ab046129,0
ID_73a894767,0
ID_2c76eb861,0
ID_58c7b9a7a,107488
ID_934fbd8c7,0
ID_43c026e93,84875
ID_1ee52dddf,0
ID_649b1fe10,110465
ID_637b3b34b,0
ID_a98e4c6cf,55032
ID_a18909c49,0
ID_a5e9017e8,33680
ID_9c3dadf1f,0
ID_c5cad18f5,0
ID_a0c62e553,62567
ID_918adcb66,0
ID_c7998c927,20371
ID_425cb0f5a,0
ID_7b4fd7277,44353
ID_fc4b688b8,0
ID_70d1345c4,0
ID_d43306c9d,0
ID_ec28503d9,0
ID_9cf01251f,75273
ID_2c9d82d54,0
ID_307e182f8,0
ID_72821a8fa,0
ID_f68cf3b52,43536
ID_d21aefc51,0
ID_6b07c1175,0
ID_c5e9dc0ee,0
ID_eb41edc10,100873
ID_a6b18c4ba,0
ID_0520b6940,3679
ID_1912c54fb,108234
ID_2aeb461bc,45761
ID_287f0c56c,69407
ID_29d7b103c,76791
ID_78009f987,92810
ID_38af0d7c1,0
ID_608b79a04,0
ID_99086fd21,0
ID_9e70e4547,0
ID_772c0b3b2,19959
ID_448a05ba5,74405
ID_b4ab28490,0
ID_485cb98f5,0
ID_4d371d25f,0
ID_d1a33c1bf,26813
ID_bde2285ea,35808
ID_84c777927,40337
ID_c96571b24,3002
ID_7a117ccc4,0
ID_b780c6aee,0
ID_83d28f56a,0
ID_6b7262afe,0
ID_2557ad598,0
ID_c08947870,0
ID_49c9cb177,33808
ID_0fb5d2608,98342
ID_8fb48a088,0
ID_fa1b81e18,0
ID_44dc934aa,0
ID_27199df83,50180
ID_cebf2ddf8,57416
ID_6294a6526,0
ID_905525497,0
ID_8b8988ea8,48356
ID_3132de023,87141
ID_f41b9bf15,21099
ID_d9a16b8ec,52956
ID_a01c0094c,0
ID_2e3688c2d,77823
ID_f4efe944a,15921
ID_a5728991e,0
ID_523bc0169,110051
ID_95de66e21,94260
ID_0b2f79655,11485
ID_39472315d,82381
ID_ca1108bef,0
ID_6ff243fa5,0
ID_f56936e4c,0
ID_d41f08bf5,0
ID_c68439840,0
ID_7d1cebf6b,40951
ID_e980ee7a5,104787
ID_f6fe34523,31525
ID_be2918e39,0
ID_eb1e8e6f8,0
ID_a0cb75477,0
ID_fcbdb30f7,2983
ID_3419aeb2e,90939
ID_397ac017e,0
ID_0572992b8,36065
ID_aa7bb3c71,0
ID_49c87a976,0
ID_6d03172f2,0
ID_c17d9224d,4450
ID_f3c532bd8,52411
ID_a3e1d0750,0
ID_61f8d2b6b,50829
ID_2ddb0fb4e,18050
ID_14e2d050b,0
ID_ea5717c88,110631
ID_6acbc27cd,30749
ID_69f1f155e,65531
ID_6dc967d9b,0
ID_61397e057,37549
ID_9af500aa0,16837
ID_d1ab4c7b0,66784
ID_5ef1abf97,71603
ID_bf95dd7fe,70409
ID_e7c638cc6,52226
ID_ee4b53097,32910
ID_5fa9f7a6d,68426
ID_613353cba,108060
ID_31c47783c,54074
ID_69e1c688c,0
ID_f60d303e3,65898
ID_2c9e7f87a,0
ID_6b4afe0a6,109292
ID_c928ada74,0
ID_6f91e2389,64342
ID_1602f8a31,0
ID_e4d3aafda,0
ID_643f96de0,76014
ID_558348e9c,111299
ID_3e32e7588,0
ID_e7d9679dc,41398
ID_c273458e3,0
ID_8ffce0a47,97657
ID_eb7c630c8,54496
ID_d7b65fb52,14674
ID_723cd48ed,94669
ID_cf85062a7,0
ID_7aa0be4b1,0
ID_fe2f61d05,97068
ID_7a163cf5a,103765
ID_3645d508c,57019
ID_406f2c3c0,0
ID_7b6d1973c,47357
ID_32ebb710f,0
ID_e5c20ddf3,97043
ID_5f2fdea7c,0
ID_7cce2e0d4,25812
ID_d3bd0e3d6,108107
ID_556ecc402,0
ID_d90e4f29b,54168
ID_0bf3d355f,0
ID_baa1dfef3,9381
ID_a293ae943,78639
ID_5933fe5fd,0
ID_15bdd44b8,0
ID_641c1310e,106450
ID_e5768b647,88487
ID_358fceb71,54013
ID_57f8f689a,0
ID_6d07a8bea,97758
ID_4ac63884b,42368
ID_0ef549221,4300
ID_f733e3e22,54738
ID_2ca90725d,0
ID_d331fc501,30226
ID_3f1097093,0
ID_6180ee277,0
ID_ccbb63ad5,11090
ID_2622efb08,14314
ID_fb83c737b,50401
ID_0e8008be0,0
ID_274893670,0
ID_f57034817,92159
ID_ccac29d52,109478
ID_f365006d4,95417
ID_0e3c6bb1f,0
ID_6e600187d,0
ID_d93b7087a,97576
ID_43f837d56,0
ID_fc7f490fc,0
ID_91a25acf9,0
ID_54a9bb03b,0
ID_bc2b52951,7777
ID_a7c7cad58,0
ID_0c6f9cf0f,0
ID_0fc286211,0
ID_f532f9bf4,0
ID_d3ed1cda5,0
ID_c7967b67f,0
ID_502b4d873,0
ID_effa04f2c,0
ID_4523fff4f,0
ID_665482044,0
ID_13acfbd11,0
ID_9c2647121,0
ID_9caa1f2f5,0
ID_78d2cf525,56688
ID_447ac4a67,0
ID_2073300c2,0
ID_c53986b88,0
ID_11c1e0426,0
ID_dfa5728a7,97192
ID_8d1f2148d,0
ID_fa86c16de,0
ID_4e2fce526,0
ID_c83c94b7d,106465
ID_3defba809,10767
ID_9722785e1,89113
ID_398ab010e,0
ID_f9dbaa13b,42129
ID_7ef466b92,71791
ID_8fbb09463,3030
ID_f0487ce95,79055
ID_f207329d9,0
ID_351aae43b,101461
ID_060bf6b90,90772
ID_84886e26e,0
ID_a30c8133c,77659
ID_87776f519,0
ID_f021fa8eb,0
ID_8babd4804,34232
ID_32316884c,0
ID_68cc807f5,0
ID_bbe59d6aa,110634
ID_80355c319,0
ID_7bb1a0260,78838
ID_2c17b8eb6,0
ID_c7ef19470,26461
ID_4fcf1e4c6,0
ID_9ccb25e26,0
ID_fa84a9a72,0
ID_171cc775b,0
ID_afda22779,0
ID_205fb6cae,0
ID_7b677e15d,0
ID_5d618fffe,84480
ID_15168d4d4,53402
ID_bc2f33200,0
ID_fd8705d0f,0
ID_ed06105f4,41319
ID_b91f984e8,0
ID_1f13984e4,79903
ID_89bc54240,34763
ID_1aa396cc0,0
ID_ec42698f7,0
ID_3c4d4ddd1,50068
ID_ccfd30e94,39701
ID_6284b6faf,79414
ID_6e0987e76,0
ID_232041c0d,0
ID_147bbd662,57706
ID_7f84117c4,57034
ID_f9235bbbf,51901
ID_7fe286021,81803
ID_34e171aff,75232
ID_bad924e37,62736
ID_0d12a9a37,111313
ID_43bef11bd,17629
ID_30e5b6af4,0
ID_ff7ee7f52,0
ID_02767d818,11915
ID_fe31da427,14795
ID_f8a6a33b0,55501
ID_c928ad410,24217
ID_e9e54286f,101943
ID_2b14b2e17,4032
ID_1df5322ce,0
ID_61ac3d5d9,0
ID_a78d3a5a5,0
ID_d2829431e,0
ID_295c91b56,0
ID_af1b4c6d4,0
ID_8fabfea55,82895
ID_137b16da0,81775
ID_451f7ead6,0
ID_c23b80b4e,30965
ID_8d2d8038a,0
ID_4c0d89d03,107240
ID_7b1f6ee77,33073
ID_490ff8b94,2375
ID_d68d2e001,28766
ID_90ee5f62b,0
ID_a2fcd785f,0
ID_8321699c8,0
ID_f4785afd8,0
ID_0ba1de1f6,33283
ID_6741726b6,0
ID_036c9502a,16558
ID_7219b9452,5579
ID_48007d2b9,0
ID_a23a292a1,76959
ID_73d33aa36,0
ID_279fbce60,60379
ID_a349a34be,15762
ID_1a47ff8ff,0
ID_ba8390c85,0
ID_98f03d523,85958
ID_75761b379,29055
ID_d643f8c89,0
ID_d9548ff18,0
ID_a24e23e82,48213
ID_ca861ab15,0
ID_1dc6d2d71,0
ID_a381a2394,14728
ID_6daacd591,58627
ID_5b847e1e9,100321
ID_fc9bfe5e0,0
ID_5fb8e2491,0
ID_ca787a740,108317
ID_500d2133e,0
ID_124c58468,0
ID_bf7c7e84d,0
ID_24ba376e4,27354
ID_12a5cce9d,65259
ID_bf6a4bbe5,0
ID_3159ea93b,83864
ID_5737d4ef1,0
ID_9962f9b52,99586
ID_a703c9aaa,77571
ID_abcdccd60,0
ID_918debf97,0
ID_5cf6f1eb8,0
ID_6dfec8dbd,0
ID_2680cabdf,0
ID_79afd5695,0
ID_4592092b9,0
ID_2d118a154,64176
ID_1dbde6984,74020
ID_54d25b5a8,32434
ID_521b4c28a,0
ID_eeb039c6c,0
ID_f42e6ec98,105063
ID_72d87b6ae,0
ID_caba60e1e,101345
ID_81ec3d969,66911
ID_27b5b46ae,69222
ID_62088ae46,0
ID_efa5b2775,0
ID_6a8997af4,28047
ID_a1f3655d1,0
ID_3ea908e6d,71064
ID_d707f4b5e,0
ID_3d6a04bb6,0
ID_157c182d6,0
ID_4fc54af78,24440
ID_de9df9679,93700
ID_72b8d4ff0,0
ID_c2e1de818,0
ID_79cc8894c,0
ID_65e4e4213,0
ID_d170e3c58,0
ID_7940393fb,0
ID_30ff23555,0
ID_f43ff5aef,47839
ID_8674c240d,0
ID_3817be213,0
ID_e0cbb39f6,78812
ID_02186179e,0
ID_9c83418eb,12397
ID_ad3f8f8b6,33503
ID_8723da810,106976
ID_fb1847629,6269
ID_04f841264,0
ID_f1cf29139,0
ID_21e5985c4,71258
ID_56f18fc0a,48434
ID_9a8e41b41,0
ID_1f4b66ba9,22569
ID_a8de00975,42943
ID_7c22cc13b,92799
ID_95ae4bd9f,0
ID_f85dd0588,0
ID_8c367469e,0
ID_9a1ab29e9,0
ID_7a1540f29,33465
ID_5fb926e77,61540
ID_d74dc0e5e,0
ID_d9ec70aff,0
ID_201940305,0
ID_afd0b0fa5,30348
ID_b4bccd722,72448
ID_2e1a13dfa,67301
ID_eb65512b9,0
ID_53fae347a,107353
ID_a9287bfaf,0
ID_d75e89ea4,73196
ID_fa489b5dc,0
ID_8ee64887d,0
ID_21dfdad53,0
ID_116f4bcfe,32740
ID_a06ec1c45,0
ID_74794ea20,0
ID_d85e71990,0
ID_68724c285,0
ID_e9cd6cf7e,20979
ID_e66bf6706,0
ID_c67c3bdaf,0
ID_b492076dc,49509
ID_866d1e772,6638
ID_4551de708,0
ID_1cb1def04,0
ID_69e73a557,0
ID_dcd14b300,0
ID_73b69ca39,30725
ID_b1e5e761d,46744
ID_0b4ef4eae,0
ID_46f079139,38172
ID_2969ed3ab,43150
ID_4e6903ef7,0
ID_d4f51e240,80016
ID_f8038156e,0
ID_17e8ef617,0
ID_4ad5e1121,0
ID_ad1cabf8d,0
ID_833ff4991,50772
ID_ae86076f6,4562
ID_dbbfa8870,85609
ID_8724656ec,55194
ID_db871214c,0
ID_42b0ec781,0
ID_505916ed7,82974
ID_ff38d6ceb,5252
ID_bf5d131b9,0
ID_1b80abe24,38105
ID_d056a8cb5,99031
ID_6393932f2,0
ID_20c221b10,0
ID_5ed7f4cef,0
ID_510de4d3c,0
ID_d3c55611e,46929
ID_a38085a1d,0
ID_d54f15c4d,0
ID_15cb3999c,105617
ID_5aad993ce,86614
ID_7be15aec3,0
ID_7d105afba,53309
ID_bdc2c8060,46566
ID_32c60c3e3,28151
ID_d4e6d274a,42871
ID_52e0dbb82,0
ID_92f7a0468,61947
ID_8b7ee93ab,90894
ID_904cd5323,0
ID_cced9a2dc,99960
ID_2af0eaceb,92740
ID_44d047b68,31706
ID_e4de87b8c,80104
ID_6b5bb434f,0
ID_7ec4f0b45,0
ID_55773f540,0
ID_0d250a877,0
ID_c38794290,0
ID_21b690ae2,8139
ID_98ea06711,0
ID_61d3a055f,99987
ID_ca21944fa,39789
ID_918b4605f,0
ID_70fc94421,0
ID_996a92994,71154
ID_4fef35230,0
ID_b3f3f9fb0,0
ID_579249117,24237
ID_3be16251e,97452
ID_060f1a51f,0
ID_f1d081da8,76357
ID_04d027f9c,0
ID_dfe4afe48,0
ID_736a6002b,0
ID_d1430412e,86418
ID_3bba372cb,34841
ID_dc850a0a4,0
ID_597d01979,55918
ID_60f6c4927,0
ID_0e72ef917,37914
ID_845a8a48e,0
ID_71d6e7e2c,17119
ID_d43e9bd7c,104625
ID_95960e868,0
ID_b59801a13,0
ID_d5a7f6e0f,0
ID_f8da16d8e,0
ID_a4f99aeed,0
ID_21245b2a6,0
ID_b9890a9f8,0
ID_558ae687d,19436
ID_19b350139,24083
ID_7f6eb59cf,32258
ID_f8987c473,0
ID_fd5099e99,21340
ID_8aad63faa,0
ID_2e22ae7b4,0
ID_4d07bb4c6,0
ID_050644f35,12120
ID_352dde03d,50502
ID_4927323e0,59737
ID_ae06d0e12,89700
ID_02e5f6ab1,0
ID_88b75b59b,0
ID_d10918685,0
ID_54bd3ad9a,6439
ID_87cceb90b,103371
ID_e17c0e23a,64661
ID_0d72492bc,0
ID_53748459e,0
ID_18fa7400b,28485
ID_5b1f0c0c9,0
ID_31c600f6d,102561
ID_eb30763e6,0
ID_feaa77947,71387
ID_51bd05603,0
ID_822e16df1,11284
ID_4f1853226,0
ID_8df6b0ad9,0
ID_1267059ea,0
ID_b14b21df5,109998
ID_3aafba2d4,84956
ID_f25dc8f2d,94764
ID_8512d1720,0
ID_2df8d3f56,12164
ID_2d9703662,0
ID_71fdfcc64,0
ID_c90f29473,109651
ID_bf6534895,15100
ID_294b2e93c,62632
ID_ef6ce9008,81894
ID_4cd28c763,0
ID_aa59d7409,102600
ID_0531d58ca,0
ID_090d4ebc4,0
ID_31412d49c,0
ID_745905b66,0
ID_3f05dd8ef,0
ID_a10ca411f,0
ID_7fdf419e7,14186
ID_334e66fa9,0
ID_2ccca4dac,109254
ID_5211ddbcd,0
ID_3b24bdd47,28738
ID_84d6070fa,0
ID_fda80ec98,35468
ID_f498a5989,0
ID_96b5a2584,11570
ID_07dfa69ca,0
ID_ef9f52d3c,0
ID_1f7135db3,0
ID_5724c8a97,0
ID_9eb38c0a3,104422
ID_45429d47b,15374
ID_985c0e6c2,91679
ID_5a80188b1,0
ID_24aa606e5,0
ID_fe7f8d01b,50636
ID_2755d1222,0
ID_da1bfd31c,0
ID_fc0905f31,95772
ID_dcc41d694,0
ID_c565be237,0
ID_f324c7f83,0
ID_8bd0fa6ed,0
ID_d9e924371,0
ID_f1ccf61a4,0
ID_d2cfd7fa6,0
ID_07feed1ef,59802
ID_2363951c3,0
ID_9526715a2,0
ID_36c10cfc0,108025
ID_67b1218f1,29295
ID_00194f291,0
ID_76310bc74,83397
ID_eba679cac,4164
ID_135362b23,57176
ID_9a1e21d7c,7365
ID_7fccbcfce,0
ID_19f36edb4,0
ID_b2060a0ed,0
ID_82747089f,23152
ID_cbee49db0,111001
ID_694b13a65,3265
ID_dbc8a7028,93222
ID_44cc70504,0
ID_4343eb356,1693
ID_30c2ebb5c,0
ID_6916a3837,16361
ID_1b197a1b1,0
ID_7a22a0061,0
ID_f79518789,79132
ID_6f3340174,0
ID_3a64939ee,55518
ID_2c130219e,110547
ID_d1aa43990,0
ID_86b116e18,0
ID_aeba533f3,0
ID_dfc908d7d,0
ID_9793f41c5,83461
ID_f9fe04c85,56389
ID_a12a19026,0
ID_b6b0f64bf,25151
ID_c75a45d44,38676
ID_2def04608,39355
ID_223a1f66b,43046
ID_e1b897b9d,0
ID_3ff92f52b,0
ID_54bdc3fe5,0
ID_20b6fa910,38379
ID_2c9cc5594,0
ID_ebcbe2437,0
ID_dad4e9ac1,62783
ID_7fe1e58df,0
ID_35d2a728d,0
ID_2121f92cc,77785
ID_ba092aadc,60180
ID_f364d373e,0
ID_087d557e4,74761
ID_a9a4d56e6,3107
ID_0cb7a0fa6,91502
ID_c7571594d,96907
ID_1bd5dd536,27937
ID_2a2e6a30c,0
ID_43bc625e5,90622
ID_8811e49eb,0
ID_c00497c8e,0
ID_3f63b02bb,99054
ID_5222dc295,0
ID_91fea7f31,48909
ID_6561b1e54,67295
ID_cfac83019,41993
ID_b1c9733b8,0
ID_c289d8c2d,0
ID_9e9ca3467,0
ID_a1ef81bea,0
ID_996fbaf8c,0
ID_07e60dc63,5064
ID_a6ccdde05,0
ID_44822e00f,0
ID_281bf1f7e,0
ID_93eb39a40,0
ID_d1bcf7a02,31416
ID_947dab779,0
ID_64f99d538,0
ID_2c7afebd0,3276
ID_79453f4bc,0
ID_86a29dd5d,0
ID_97d8dec9c,97322
ID_46326d1cd,0
ID_a7b274e0e,89903
ID_46316677a,0
ID_d815eb330,78817
ID_1d44f3653,42638
ID_6b4bca147,0
ID_02ebbfaa7,58414
ID_9355963eb,0
ID_a86066129,0
ID_81fc674aa,0
ID_5899d963a,7257
ID_6485a3955,0
ID_f038494d1,0
ID_92ba4d918,0
ID_a854c5316,0
ID_e5b714a18,0
ID_f05a13e40,46526
ID_52888da6c,0
ID_a028fcbf1,0
ID_b2ed2befb,28291
ID_70ef516e5,24734
ID_8e8fc664b,0
ID_244f6cda9,0
ID_80a70c049,0
ID_19ce650cd,60419
ID_90ad4a10a,60608
ID_64c51acd8,0
ID_f65d351d8,39015
ID_dcaab13aa,52171
ID_6837a1823,14365
ID_aa0815bf3,0
ID_d6256416f,0
ID_fad298f2f,55724
ID_bf21238a9,0
ID_fde9e6bb1,0
ID_83661065c,34683
ID_d7e5b7dc5,0
ID_e5daa7991,0
ID_93dcfdccb,69966
ID_7d1c258b8,17839
ID_b558f03b9,0
ID_4ebaf2c19,3445
ID_8706d7bb9,0
ID_c06d8e7a4,0
ID_ebca5bd5c,0
ID_2d8033b9a,0
ID_0feb8b38a,0
ID_618ea9e37,0
ID_fc74f9376,0
ID_49afbd248,0
ID_242801540,0
ID_42b3893b0,0
ID_140fcf3ba,0
ID_f275fee63,80509
ID_d87e746c8,36783
ID_d82867987,15454
ID_ccc92ec81,0
ID_5f457909c,67915
ID_97800ec9e,0
ID_56acd8f7d,0
ID_5fbcff851,0
ID_315b7b02d,70011
ID_6d40c6e32,0
ID_d2da267f8,10874
ID_ca3aa0b8c,0
ID_dc02685ec,0
ID_069a3d108,40361
ID_2758b3fae,0
ID_7d45c6aea,0
ID_7c3ae98d8,83026
ID_2136de66e,0
ID_0a00fb547,84157
ID_0429554e0,0
ID_ffe69249d,94087
ID_42f5a1445,0
ID_0dda219ce,0
ID_ba23aee21,78064
ID_a42b2eb66,0
ID_0e44044c8,0
ID_0e5aa2676,0
ID_958310fe8,0
ID_f19f1021f,0
ID_f7363126d,4238
ID_8a6a99d84,0
ID_87f96eca7,0
ID_a9988cbc7,89268
ID_e119122e7,0
ID_e98687e7b,65596
ID_435db6e35,3504
ID_d9e411aa1,80216
ID_04ade37de,929
ID_de0904ec3,0
ID_2010d8827,97285
ID_e43a24699,0
ID_6b43bf37a,78269
ID_56359250e,0
ID_4562a97dc,0
ID_565fc0bcd,36995
ID_4ba22dc3e,0
ID_47a2d07b0,60667
ID_70388b3f9,0
ID_e2f3add90,75023
ID_343394a65,0
ID_c3062e9b8,57486
ID_7ef80c054,0
ID_ab4e5dc61,36276
ID_15f2ec8de,0
ID_ddfc581e1,83001
ID_d5b17ee65,11893
ID_eb6a733e5,82811
ID_de327f114,0
ID_aad4197ec,108413
ID_e47f6ca0a,88792
ID_28200236e,0
ID_b0f365241,0
ID_53c545f74,0
ID_c97508bfa,0
ID_673f214d8,0
ID_809541b88,0
ID_7779974ef,38886
ID_1548aa750,59388
ID_97498a271,34960
ID_0a48fc158,0
ID_f2f9fb36e,96341
ID_51a54ba1d,0
ID_e0ab0f6fd,0
ID_62073c76e,0
ID_89f6d5824,0
ID_3980aee0c,0
ID_403837ca9,79028
ID_bc19b36a7,0
ID_42e102011,38091
ID_70bf15078,0
ID_ad6dff3b2,0
ID_9490bcb7a,5450
ID_29354404e,0
ID_b17bb30b1,13716
ID_5155225e8,74068
ID_607b6fdb4,41103
ID_e43938d3f,0
ID_45ef9d02e,69552
ID_7117149de,0
ID_af0432750,56852
ID_6a6a3987a,0
ID_b27c40c5c,0
ID_2d3d9388a,83183
ID_6f356c86c,0
ID_2983cd814,0
ID_ce5249c2e,0
ID_1b6c512d3,66234
ID_daa2a5152,0
ID_42c487ba6,0
ID_44d3120a7,65973
ID_09787a3d1,48016
ID_bafad3f8b,0
ID_c08f35c1f,0
ID_786c8d589,45246
ID_2c4c7f19e,0
ID_fdf7ffd06,17331
ID_0bb2f2b78,0
ID_cbd2d1825,0
ID_350fd56ef,0
ID_66ddd2bb5,0
ID_7443bb1c6,0
ID_6d3d2b9f8,0
ID_e0fe9d24a,0
ID_764c90388,0
ID_49095b8a1,55318
ID_11d0a4e71,81238
ID_7696e5a5c,0
ID_f02208ef3,103336
ID_ea51ee87b,63373
ID_fbd22c129,0
ID_7aab8eed0,0
ID_72f9a77bd,0
